10100,4
10110,34
10120,15
10140,0
10150,5
10160,7
10170,3
10200,5
10210,6
10220,5
10230,10
10240,12
10250,6
10260,10
10300,3
10310,16
10330,29
10400,18
10500,12
10510,0
10520,2
10530,0
10600,5
10700,4
10800,1
10900,9
